line,station_name,latitude,longitude
2호선,구로디지털단지,37.485266,126.901401
2호선,신대방,37.487462,126.913149
2호선,신림,37.484201,126.929715
2호선,봉천,37.482362,126.941892
2호선,서울대입구(관악구청),37.481247,126.952739
2호선,낙성대,37.47693,126.963693
2호선,사당,37.47653,126.981685
2호선,방배,37.481426,126.997596
2호선,서초,37.491897,127.007917
2호선,교대(법원.검찰청),37.493415,127.01408
2호선,강남,37.497175,127.027926
2호선,역삼,37.500622,127.036456
2호선,선릉,37.504503,127.049008
2호선,삼성(무역센터),37.508844,127.06316
2호선,종합운동장,37.510997,127.073642
2호선,잠실새내,37.511687,127.086162
2호선,잠실(송파구청),37.51395,127.102234
2호선,잠실나루,37.520733,127.10379
2호선,강변(동서울터미널),37.535095,127.094681
2호선,구의(광진구청),37.537077,127.085916
2호선,건대입구,37.540693,127.07023
2호선,성수,37.544581,127.055961
2호선,뚝섬,37.547184,127.047367
2호선,한양대,37.555273,127.043655
2호선,왕십리(성동구청),37.561533,127.037732
2호선,상왕십리,37.564354,127.029354
2호선,신당,37.565972,127.01782
2호선,동대문역사문화공원,37.565138,127.007896
2호선,을지로4가,37.566941,126.998079
2호선,을지로3가,37.566295,126.99191
2호선,을지로입구,37.566014,126.982618
2호선,시청,37.564718,126.977108
1호선,동묘앞,37.572627,127.016429
1호선,청량리(서울시립대입구),37.580178,127.046835
1호선,제기동,37.578103,127.034893
1호선,신설동,37.575297,127.025087
1호선,동대문,37.57142,127.009745
1호선,종로5가,37.570926,127.001849
1호선,종로3가,37.571607,126.991806
1호선,종각,37.570161,126.982923
1호선,시청,37.564718,126.977108
1호선,서울역,37.554648,126.972559
4호선,남태령,37.463873,126.989134
4호선,사당,37.476955,126.981651
4호선,총신대입구(이수),37.486263,126.981989
4호선,동작(현충원),37.502852,126.980347
4호선,이촌(국립중앙박물관),37.522295,126.974733
4호선,신용산,37.52917,126.967894
4호선,삼각지,37.534075,126.9726
4호선,숙대입구(갈월),37.54456,126.972106
4호선,서울역,37.55281,126.972556
4호선,회현(남대문시장),37.558514,126.978246
4호선,명동,37.560989,126.986325
4호선,충무로,37.561207,126.99408
4호선,동대문역사문화공원,37.565133,127.007885
4호선,동대문,37.57093,127.009287
4호선,혜화,37.582336,127.001844
4호선,한성대입구(삼선교),37.588458,127.006221
4호선,성신여대입구(돈암),37.592612,127.016441
4호선,길음,37.603407,127.025053
4호선,미아사거리,37.613292,127.030053
4호선,미아(서울사이버대학),37.62667,127.025983
4호선,수유(강북구청),37.638052,127.025732
4호선,쌍문,37.648627,127.034709
4호선,창동,37.653088,127.047274
4호선,노원,37.65627,127.063276
4호선,상계,37.660878,127.073572
4호선,불암산,37.670272,127.079066
3호선,오금,37.502129,127.128319
3호선,경찰병원,37.495918,127.12454
3호선,가락시장,37.492245,127.117757
3호선,수서,37.487378,127.101907
3호선,일원,37.483681,127.08439
3호선,대청,37.493514,127.079532
3호선,학여울,37.496663,127.070594
3호선,대치,37.494612,127.063642
3호선,도곡,37.490922,127.055452
3호선,매봉,37.486947,127.046769
3호선,양재(서초구청),37.484477,127.033902
3호선,남부터미널(예술의전당),37.485013,127.016189
3호선,교대(법원.검찰청),37.493025,127.013786
3호선,고속터미널,37.504891,127.004916
3호선,잠원,37.512759,127.01122
3호선,신사,37.516334,127.020114
3호선,압구정,37.527072,127.028461
3호선,옥수,37.541684,127.017269
3호선,금호,37.548034,127.015872
3호선,약수,37.554867,127.010541
3호선,동대입구,37.559052,127.005602
3호선,충무로,37.56143,126.994072
3호선,을지로3가,37.566672,126.992548
3호선,종로3가,37.571605,126.991791
3호선,안국,37.576477,126.985443
3호선,경복궁(정부서울청사),37.575762,126.97353
3호선,독립문,37.574571,126.957748
3호선,무악재,37.582299,126.950291
3호선,홍제,37.589066,126.943736
3호선,녹번,37.600927,126.935756
3호선,불광,37.610553,126.92982
3호선,연신내,37.619229,126.921038
3호선,구파발,37.636763,126.918821
3호선,지축,37.648033,126.913917
2호선,용두(동대문구청),37.574028,127.038091
2호선,신정네거리,37.520074,126.852912
2호선,양천구청,37.512398,126.865819
2호선,도림천,37.514287,126.882768
2호선,신설동,37.574747,127.024932
2호선,신답,37.57004,127.046481
2호선,용답,37.561904,127.050899
2호선,충정로(경기대입구),37.559704,126.964378
2호선,아현,37.557345,126.956141
2호선,이대,37.556733,126.946013
2호선,신촌,37.555131,126.936926
2호선,홍대입구,37.55679,126.923708
2호선,합정,37.549457,126.913808
2호선,당산,37.534946,126.902767
2호선,영등포구청,37.525706,126.89661
2호선,문래,37.517933,126.89476
2호선,신도림,37.508961,126.891084
2호선,대림(구로구청),37.493243,126.894932
2호선,구로디지털단지,37.485266,126.901401
2호선,신대방,37.487462,126.913149
2호선,신림,37.484201,126.929715
2호선,봉천,37.482362,126.941892
2호선,서울대입구(관악구청),37.481247,126.952739
2호선,낙성대,37.47693,126.963693
2호선,사당,37.476538,126.981544
2호선,방배,37.481426,126.997596
2호선,서초,37.491897,127.007917
2호선,교대(법원.검찰청),37.493961,127.014667
2호선,강남,37.49799,127.027912
2호선,역삼,37.500622,127.036456
2호선,선릉,37.504286,127.048203
2호선,삼성(무역센터),37.508844,127.06316
2호선,종합운동장,37.511022,127.073704
2호선,잠실새내,37.511687,127.086162
2호선,잠실(송파구청),37.513262,127.100159
2호선,잠실나루,37.520733,127.10379
2호선,강변(동서울터미널),37.535095,127.094681
2호선,구의(광진구청),37.537077,127.085916
2호선,건대입구,37.540373,127.069191
2호선,성수,37.544581,127.055961
2호선,뚝섬,37.547184,127.047367
2호선,한양대,37.555273,127.043655
2호선,왕십리(성동구청),37.561238,127.036954
2호선,상왕십리,37.564354,127.029354
2호선,신당,37.56564,127.019614
2호선,동대문역사문화공원,37.565613,127.009054
2호선,을지로4가,37.566595,126.997817
2호선,을지로3가,37.566306,126.991696
2호선,을지로입구,37.566014,126.982618
2호선,시청,37.563588,126.975411
1호선,동묘앞,37.573197,127.01648
1호선,청량리(서울시립대입구),37.579956,127.044585
1호선,제기동,37.578103,127.034893
1호선,신설동,37.576048,127.024634
1호선,동대문,37.571687,127.01093
1호선,종로5가,37.570926,127.001849
1호선,종로3가,37.570406,126.991847
1호선,종각,37.570161,126.982923
1호선,시청,37.565715,126.977088
1호선,서울역,37.556228,126.972135
